Climate_Zone,Season,Crop_Type,Crop_Growth_Stage,Stage_Duration_days,Soil_Type,Soil_pH,Soil_Moisture_pct,Organic_Carbon_pct,Electrical_Conductivity_dSm,Tmax_C,Tmin_C,Temperature_C,Humidity_pct,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Reference_ET0_mm_day,Crop_Coefficient_Kc
Intermediate,Yala,Chili,Initial,25,Clay,5.97,22.38,1.21,0.46,30.6,22.2,26.4,69.1,90.1,7.7,11.0,Drip,Minor Tank,0.24,Yes,4.49,0.6
Intermediate,Yala,Chili,Development,35,Clay,7.12,25.85,1.59,0.24,30.9,22.3,26.6,65.1,0.0,7.8,12.0,Drip,Minor Tank,0.24,Yes,4.43,0.85
Intermediate,Yala,Chili,Mid-season,60,Clay,6.19,24.67,0.99,0.95,30.1,22.2,26.1,68.5,169.7,7.6,8.7,Drip,Minor Tank,0.24,Yes,4.19,1.05
Intermediate,Yala,Chili,Late-season,30,Clay,6.15,26.36,1.76,0.84,29.1,22.5,25.8,71.1,102.6,7.7,11.9,Drip,Minor Tank,0.24,Yes,3.91,0.9
Wet,Yala,Tomato,Initial,20,Sandy,5.2,3.74,0.98,0.71,28.0,25.3,26.6,80.4,171.4,7.9,10.0,Rainfed,Major Tank,0.48,Yes,2.55,0.6
Wet,Yala,Tomato,Development,25,Sandy,5.82,9.61,0.4,0.41,28.4,22.6,25.5,79.6,243.1,7.4,13.1,Rainfed,Major Tank,0.48,Yes,3.57,0.9
Wet,Yala,Tomato,Mid-season,35,Sandy,4.96,12.6,0.6,0.29,28.6,22.9,25.8,80.1,324.4,7.5,13.8,Rainfed,Major Tank,0.48,Yes,3.52,1.15
Wet,Yala,Tomato,Late-season,20,Sandy,4.49,12.6,0.91,0.43,29.9,23.1,26.5,82.2,131.0,6.3,8.2,Rainfed,Major Tank,0.48,Yes,3.92,0.8
Wet,Yala,Green Gram,Initial,12,Clay,6.83,16.44,1.2,0.66,29.1,24.6,26.8,82.3,0.0,5.7,7.4,Furrow/Surface,Agro-well,0.68,No,3.37,0.4
Wet,Yala,Green Gram,Development,18,Clay,5.3,16.56,1.34,0.97,27.9,24.6,26.2,85.5,156.0,5.4,7.4,Furrow/Surface,Agro-well,0.68,No,2.79,0.75
Wet,Yala,Green Gram,Mid-season,22,Clay,4.79,17.13,1.81,0.9,30.4,22.1,26.2,83.2,171.3,6.2,8.8,Furrow/Surface,Agro-well,0.68,No,4.34,1.05
Wet,Yala,Green Gram,Late-season,13,Clay,6.87,18.66,1.34,0.76,30.0,23.1,26.5,81.3,48.4,5.8,10.3,Furrow/Surface,Agro-well,0.68,No,3.94,0.4
Wet,Yala,Green Gram,Initial,12,Clay,6.48,28.26,1.28,0.53,27.9,23.4,25.6,78.3,0.0,6.4,3.2,Furrow/Surface,Agro-well,0.98,No,3.23,0.4
Wet,Yala,Green Gram,Development,18,Clay,6.39,26.89,1.27,0.65,29.7,23.2,26.4,89.2,23.3,6.3,9.1,Furrow/Surface,Agro-well,0.98,No,3.91,0.75
Wet,Yala,Green Gram,Mid-season,22,Clay,6.2,24.61,1.59,1.04,31.0,23.6,27.3,87.6,128.3,6.9,11.7,Furrow/Surface,Agro-well,0.98,No,4.16,1.05
Wet,Yala,Green Gram,Late-season,13,Clay,5.85,23.77,1.47,0.89,30.4,23.0,26.7,86.5,125.8,7.2,10.7,Furrow/Surface,Agro-well,0.98,No,4.05,0.4
Dry,Yala,Green Gram,Initial,12,Sandy Loam,5.45,12.09,0.54,0.6,32.6,24.0,28.3,68.3,27.2,8.6,15.1,Furrow/Surface,Major Tank,0.65,No,4.81,0.4
Dry,Yala,Green Gram,Development,18,Sandy Loam,5.16,10.41,1.47,0.38,34.6,22.7,28.7,78.7,3.6,8.7,12.1,Furrow/Surface,Major Tank,0.65,No,5.65,0.75
Dry,Yala,Green Gram,Mid-season,22,Sandy Loam,5.41,7.71,0.92,0.75,33.8,25.6,29.7,63.6,71.5,8.2,15.4,Furrow/Surface,Major Tank,0.65,No,4.71,1.05
Dry,Yala,Green Gram,Late-season,13,Sandy Loam,5.56,7.75,1.29,0.7,34.7,23.8,29.3,69.2,18.8,8.3,10.6,Furrow/Surface,Major Tank,0.65,No,5.35,0.4
Dry,Maha,Green Gram,Initial,12,Sandy Loam,5.46,11.04,1.13,0.25,30.8,21.8,26.3,85.6,64.3,6.8,7.7,Furrow/Surface,Minor Tank,0.91,Yes,4.58,0.4
Dry,Maha,Green Gram,Development,18,Sandy Loam,5.22,10.3,0.51,0.32,31.5,22.5,27.0,75.5,36.7,5.8,4.8,Furrow/Surface,Minor Tank,0.91,Yes,4.53,0.75
Dry,Maha,Green Gram,Mid-season,22,Sandy Loam,5.88,9.32,0.79,0.67,31.1,22.4,26.7,84.2,0.0,7.8,14.0,Furrow/Surface,Minor Tank,0.91,Yes,4.22,1.05
Dry,Maha,Green Gram,Late-season,13,Sandy Loam,6.19,7.44,1.09,0.43,33.4,23.5,28.5,84.3,46.0,6.5,8.8,Furrow/Surface,Minor Tank,0.91,Yes,4.46,0.4
Dry,Maha,Paddy (Rice),Initial,20,Clay,5.64,28.97,1.14,0.8,32.2,21.7,26.9,80.5,0.0,5.6,12.9,Sprinkler,Minor Tank,0.71,No,4.98,1.05
Dry,Maha,Paddy (Rice),Development,30,Clay,5.96,31.07,1.57,0.91,32.9,22.7,27.8,76.7,224.6,6.7,12.0,Sprinkler,Minor Tank,0.71,No,4.77,1.1
Dry,Maha,Paddy (Rice),Mid-season,40,Clay,6.38,35.11,1.33,0.46,32.4,21.6,27.0,85.5,142.2,7.2,6.2,Sprinkler,Minor Tank,0.71,No,4.47,1.2
Dry,Maha,Paddy (Rice),Late-season,25,Clay,6.89,36.75,1.3,0.64,32.2,22.8,27.5,79.5,136.3,7.0,7.5,Sprinkler,Minor Tank,0.71,No,4.12,0.95
Dry,Yala,Green Gram,Initial,12,Clay,5.41,24.95,0.82,0.93,33.6,24.0,28.8,61.6,0.0,6.6,13.7,Drip,Major Tank,1.6,No,5.11,0.4
Dry,Yala,Green Gram,Development,18,Clay,6.17,22.9,0.75,0.57,33.7,22.7,28.2,64.1,66.5,8.5,12.8,Drip,Major Tank,1.6,No,5.39,0.75
Dry,Yala,Green Gram,Mid-season,22,Clay,6.92,22.19,1.71,1.04,33.0,22.9,28.0,68.4,45.2,9.9,11.5,Drip,Major Tank,1.6,No,5.06,1.05
Dry,Yala,Green Gram,Late-season,13,Clay,6.75,19.73,1.54,0.28,33.4,23.7,28.6,78.3,40.6,8.6,6.3,Drip,Major Tank,1.6,No,5.01,0.4
Dry,Maha,Tomato,Initial,20,Loamy,5.71,21.03,1.1,0.29,32.1,22.2,27.1,84.1,87.7,7.0,9.4,Rainfed,Major Tank,0.63,No,4.89,0.6
Dry,Maha,Tomato,Development,25,Loamy,5.15,21.98,1.46,0.99,30.8,22.0,26.4,76.4,0.0,6.9,5.9,Rainfed,Major Tank,0.63,No,4.36,0.9
Dry,Maha,Tomato,Mid-season,35,Loamy,6.21,21.03,1.05,0.68,33.1,22.5,27.8,87.0,163.1,6.4,3.1,Rainfed,Major Tank,0.63,No,4.63,1.15
Dry,Maha,Tomato,Late-season,20,Loamy,6.41,20.59,1.24,0.68,31.4,25.1,28.3,76.4,48.1,7.6,10.9,Rainfed,Major Tank,0.63,No,3.48,0.8
Intermediate,Yala,Chili,Initial,25,Clay,6.18,35.77,1.2,0.86,32.1,20.5,26.3,82.2,115.3,7.3,10.1,Rainfed,Agro-well,0.6,Yes,5.28,0.6
Intermediate,Yala,Chili,Development,35,Clay,6.39,36.75,1.22,0.23,30.9,21.4,26.1,77.3,107.5,7.8,10.1,Rainfed,Agro-well,0.6,Yes,4.65,0.85
Intermediate,Yala,Chili,Mid-season,60,Clay,6.98,36.75,1.01,0.87,30.4,21.4,25.9,69.2,98.8,7.8,8.6,Rainfed,Agro-well,0.6,Yes,4.48,1.05
Intermediate,Yala,Chili,Late-season,30,Clay,5.91,36.75,2.1,0.72,29.2,20.9,25.1,77.7,86.7,7.1,8.0,Rainfed,Agro-well,0.6,Yes,4.33,0.9
Dry,Yala,Big Onion,Initial,15,Sandy Loam,4.96,12.77,0.8,0.28,33.8,24.9,29.3,73.7,27.4,9.3,13.6,Furrow/Surface,Agro-well,0.43,No,4.92,0.7
Dry,Yala,Big Onion,Development,25,Sandy Loam,5.96,11.44,1.11,0.49,32.3,23.5,27.9,65.2,70.6,9.0,11.2,Furrow/Surface,Agro-well,0.43,No,4.67,0.9
Dry,Yala,Big Onion,Mid-season,35,Sandy Loam,5.42,13.15,1.38,0.63,33.7,24.0,28.8,69.7,72.7,7.7,16.4,Furrow/Surface,Agro-well,0.43,No,4.88,1.05
Dry,Yala,Big Onion,Late-season,20,Sandy Loam,5.28,12.07,0.86,0.72,32.6,23.3,28.0,63.9,22.7,8.3,12.5,Furrow/Surface,Agro-well,0.43,No,4.7,0.75
Wet,Maha,Green Gram,Initial,12,Loamy,6.16,12.42,1.09,0.12,27.8,21.4,24.6,81.0,70.2,6.9,10.7,Sprinkler,River/Canal Diversion,1.58,No,3.76,0.4
Wet,Maha,Green Gram,Development,18,Loamy,5.79,11.54,0.99,0.63,27.0,23.7,25.3,83.1,252.4,5.2,7.6,Sprinkler,River/Canal Diversion,1.58,No,2.64,0.75
Wet,Maha,Green Gram,Mid-season,22,Loamy,6.48,15.44,1.49,0.41,29.2,23.2,26.2,74.2,121.5,6.4,6.6,Sprinkler,River/Canal Diversion,1.58,No,3.57,1.05
Wet,Maha,Green Gram,Late-season,13,Loamy,6.12,14.65,0.91,0.24,27.6,21.0,24.3,80.6,68.5,7.5,3.6,Sprinkler,River/Canal Diversion,1.58,No,3.43,0.4
Wet,Yala,Maize,Initial,20,Loamy,5.95,20.7,1.5,0.64,29.2,24.8,27.0,86.1,295.6,6.8,10.2,Rainfed,Agro-well,0.98,No,3.3,0.3
Wet,Yala,Maize,Development,30,Loamy,6.1,26.25,0.96,0.53,30.6,22.9,26.8,92.3,177.0,4.7,10.6,Rainfed,Agro-well,0.98,No,4.23,0.75
Wet,Yala,Maize,Mid-season,35,Loamy,6.12,26.25,1.36,0.78,29.2,23.2,26.2,80.0,173.2,6.6,10.0,Rainfed,Agro-well,0.98,No,3.62,1.2
Wet,Yala,Maize,Late-season,15,Loamy,6.2,25.78,1.18,0.78,31.1,24.4,27.7,93.7,0.0,8.9,4.6,Rainfed,Agro-well,0.98,No,3.99,0.6
Wet,Maha,Chili,Initial,25,Loamy,5.75,22.13,1.65,0.05,27.1,21.5,24.3,82.2,250.1,6.3,5.3,Rainfed,Minor Tank,0.56,No,3.44,0.6
Wet,Maha,Chili,Development,35,Loamy,5.96,26.25,1.83,0.5,27.1,23.4,25.3,77.2,166.7,5.9,5.4,Rainfed,Minor Tank,0.56,No,2.74,0.85
Wet,Maha,Chili,Mid-season,60,Loamy,5.59,26.2,1.48,0.8,26.4,22.2,24.3,78.9,45.1,7.2,7.4,Rainfed,Minor Tank,0.56,No,2.61,1.05
Wet,Maha,Chili,Late-season,30,Loamy,6.04,25.4,1.35,0.27,27.5,23.1,25.3,76.5,135.7,6.4,7.7,Rainfed,Minor Tank,0.56,No,2.86,0.9
Wet,Maha,Big Onion,Initial,15,Loamy,6.2,14.77,1.22,0.45,28.8,21.0,24.9,82.1,92.2,5.7,6.1,Rainfed,Rainfed,0.31,Yes,4.14,0.7
Wet,Maha,Big Onion,Development,25,Loamy,6.08,15.35,1.53,0.69,28.2,23.1,25.6,86.7,108.6,7.1,8.2,Rainfed,Rainfed,0.31,Yes,3.32,0.9
Wet,Maha,Big Onion,Mid-season,35,Loamy,5.49,18.69,1.18,0.56,28.9,23.3,26.1,79.8,118.8,6.8,8.3,Rainfed,Rainfed,0.31,Yes,3.27,1.05
Wet,Maha,Big Onion,Late-season,20,Loamy,5.99,18.75,1.05,1.08,28.3,23.7,26.0,86.0,5.0,6.6,3.6,Rainfed,Rainfed,0.31,Yes,2.86,0.75
Wet,Maha,Tomato,Initial,20,Clay,6.45,29.91,1.18,0.76,27.5,21.7,24.6,86.5,103.1,6.3,9.8,Drip,Minor Tank,0.36,No,3.52,0.6
Wet,Maha,Tomato,Development,25,Clay,6.99,33.59,1.91,0.76,28.5,23.2,25.8,85.0,268.0,6.5,6.7,Drip,Minor Tank,0.36,No,3.37,0.9
Wet,Maha,Tomato,Mid-season,35,Clay,6.37,36.75,1.37,1.15,28.8,21.5,25.1,76.5,154.6,5.0,6.8,Drip,Minor Tank,0.36,No,3.65,1.15
Wet,Maha,Tomato,Late-season,20,Clay,6.21,34.48,1.68,0.95,28.5,21.9,25.2,83.6,41.5,6.0,6.5,Drip,Minor Tank,0.36,No,3.35,0.8
Dry,Yala,Tomato,Initial,20,Sandy,4.49,11.2,0.52,0.66,34.5,23.6,29.1,70.4,89.4,6.8,13.8,Rainfed,Minor Tank,0.52,No,5.47,0.6
Dry,Yala,Tomato,Development,25,Sandy,5.45,12.6,0.86,0.32,32.2,26.4,29.3,60.5,7.8,8.0,9.9,Rainfed,Minor Tank,0.52,No,3.95,0.9
Dry,Yala,Tomato,Mid-season,35,Sandy,5.63,12.28,1.05,0.44,34.6,24.5,29.6,69.4,77.0,8.4,12.7,Rainfed,Minor Tank,0.52,No,5.16,1.15
Dry,Yala,Tomato,Late-season,20,Sandy,4.81,12.56,0.67,0.45,34.3,23.3,28.8,72.6,75.2,8.5,11.7,Rainfed,Minor Tank,0.52,No,5.32,0.8
Intermediate,Maha,Chili,Initial,25,Sandy Loam,5.0,15.49,0.64,0.61,27.8,22.0,24.9,85.8,216.6,5.3,8.4,Rainfed,Rainfed,1.09,No,3.54,0.6
Intermediate,Maha,Chili,Development,35,Sandy Loam,5.28,18.9,0.77,0.57,26.9,20.0,23.5,80.9,50.6,5.6,7.0,Rainfed,Rainfed,1.09,No,3.53,0.85
Intermediate,Maha,Chili,Mid-season,60,Sandy Loam,5.79,18.46,0.92,0.83,27.7,17.5,22.6,83.8,210.0,6.3,7.0,Rainfed,Rainfed,1.09,No,3.91,1.05
Intermediate,Maha,Chili,Late-season,30,Sandy Loam,6.08,18.9,0.98,0.43,28.4,20.2,24.3,82.2,88.9,6.2,10.6,Rainfed,Rainfed,1.09,No,3.82,0.9
Dry,Maha,Maize,Initial,20,Loamy,5.88,13.91,1.24,0.5,29.0,20.9,24.9,84.1,164.8,6.0,10.3,Furrow/Surface,Major Tank,1.08,No,4.2,0.3
Dry,Maha,Maize,Development,30,Loamy,5.3,18.49,1.59,0.46,33.8,23.9,28.9,68.2,186.1,6.5,9.0,Furrow/Surface,Major Tank,1.08,No,4.84,0.75
Dry,Maha,Maize,Mid-season,35,Loamy,6.16,21.94,1.1,0.47,30.2,22.9,26.5,74.9,7.9,7.0,6.6,Furrow/Surface,Major Tank,1.08,No,3.7,1.2
Dry,Maha,Maize,Late-season,15,Loamy,5.77,19.7,1.32,0.27,32.2,23.6,27.9,76.1,39.5,6.8,10.0,Furrow/Surface,Major Tank,1.08,No,4.03,0.6
Dry,Yala,Big Onion,Initial,15,Sandy,4.96,6.81,0.47,0.55,33.8,23.4,28.6,77.2,0.4,8.4,13.0,Drip,Minor Tank,0.47,No,5.23,0.7
Dry,Yala,Big Onion,Development,25,Sandy,4.81,6.3,0.66,0.05,30.7,23.8,27.3,68.8,0.0,8.0,13.5,Drip,Minor Tank,0.47,No,4.08,0.9
Dry,Yala,Big Onion,Mid-season,35,Sandy,5.11,5.89,0.79,0.49,31.5,23.8,27.6,79.7,113.9,8.0,12.7,Drip,Minor Tank,0.47,No,4.24,1.05
Dry,Yala,Big Onion,Late-season,20,Sandy,5.39,5.63,0.41,0.5,33.8,23.7,28.7,73.5,1.7,8.0,16.7,Drip,Minor Tank,0.47,No,4.98,0.75
Dry,Maha,Big Onion,Initial,15,Clay,6.93,27.96,1.74,0.81,30.7,24.1,27.4,83.1,59.2,6.3,7.2,Rainfed,Major Tank,1.21,Yes,4.0,0.7
Dry,Maha,Big Onion,Development,25,Clay,6.16,27.44,1.15,0.36,32.5,22.6,27.5,81.0,60.4,7.3,10.2,Rainfed,Major Tank,1.21,Yes,4.74,0.9
Dry,Maha,Big Onion,Mid-season,35,Clay,6.56,26.24,0.86,0.73,31.9,21.2,26.5,77.8,69.7,6.7,9.5,Rainfed,Major Tank,1.21,Yes,4.48,1.05
Dry,Maha,Big Onion,Late-season,20,Clay,5.28,25.95,2.25,0.68,31.4,22.8,27.1,87.0,0.0,5.5,11.2,Rainfed,Major Tank,1.21,Yes,3.86,0.75
Dry,Yala,Green Gram,Initial,12,Sandy Loam,5.53,10.76,1.01,0.29,33.6,24.1,28.8,64.1,18.7,7.9,17.6,Rainfed,Minor Tank,1.45,No,5.09,0.4
Dry,Yala,Green Gram,Development,18,Sandy Loam,5.03,8.65,1.24,0.41,34.3,22.2,28.3,78.8,0.0,9.2,10.6,Rainfed,Minor Tank,1.45,No,5.65,0.75
Dry,Yala,Green Gram,Mid-season,22,Sandy Loam,5.1,6.05,0.54,0.62,32.9,23.9,28.4,75.6,88.5,8.0,13.8,Rainfed,Minor Tank,1.45,No,4.82,1.05
Dry,Yala,Green Gram,Late-season,13,Sandy Loam,5.71,5.0,0.54,0.34,35.4,23.7,29.6,59.4,42.8,6.6,21.6,Rainfed,Minor Tank,1.45,No,5.56,0.4
Dry,Yala,Green Gram,Initial,12,Clay,5.47,26.25,1.35,0.89,34.3,22.7,28.5,70.4,1.4,9.0,13.4,Rainfed,Major Tank,0.65,No,5.58,0.4
Dry,Yala,Green Gram,Development,18,Clay,7.11,25.0,1.4,0.74,36.5,24.8,30.7,57.2,93.4,7.0,10.0,Rainfed,Major Tank,0.65,No,5.79,0.75
Dry,Yala,Green Gram,Mid-season,22,Clay,7.64,25.73,1.27,1.01,34.5,23.8,29.1,66.6,98.0,9.3,12.6,Rainfed,Major Tank,0.65,No,5.25,1.05
Dry,Yala,Green Gram,Late-season,13,Clay,7.0,23.96,1.65,0.78,33.4,24.8,29.1,73.2,28.1,7.7,10.9,Rainfed,Major Tank,0.65,No,4.64,0.4
Dry,Yala,Green Gram,Initial,12,Loamy,5.78,18.04,1.18,0.8,34.5,23.6,29.0,77.2,46.2,7.4,13.9,Rainfed,Rainfed,0.97,No,5.48,0.4
Dry,Yala,Green Gram,Development,18,Loamy,5.71,18.01,1.34,0.46,32.6,25.2,28.9,70.4,115.1,8.9,15.3,Rainfed,Rainfed,0.97,No,4.45,0.75
Dry,Yala,Green Gram,Mid-season,22,Loamy,6.13,18.53,0.95,0.72,32.2,23.7,27.9,71.3,0.0,8.2,9.7,Rainfed,Rainfed,0.97,No,4.56,1.05
Dry,Yala,Green Gram,Late-season,13,Loamy,6.11,14.92,0.58,0.58,34.8,21.2,28.0,83.9,0.0,6.9,12.4,Rainfed,Rainfed,0.97,No,5.72,0.4
Dry,Maha,Chili,Initial,25,Loamy,6.16,15.04,1.15,0.56,30.4,22.6,26.5,74.2,117.1,6.9,12.7,Furrow/Surface,River/Canal Diversion,0.51,No,4.22,0.6
Dry,Maha,Chili,Development,35,Loamy,5.6,17.81,1.54,0.64,32.3,22.5,27.4,78.7,248.2,8.5,12.0,Furrow/Surface,River/Canal Diversion,0.51,No,4.54,0.85
Dry,Maha,Chili,Mid-season,60,Loamy,5.15,22.0,0.78,0.41,31.2,21.5,26.4,84.3,287.1,7.3,9.5,Furrow/Surface,River/Canal Diversion,0.51,No,4.03,1.05
Dry,Maha,Chili,Late-season,30,Loamy,6.44,25.14,1.23,0.63,31.8,23.3,27.6,78.4,134.5,7.9,7.0,Furrow/Surface,River/Canal Diversion,0.51,No,4.12,0.9
Intermediate,Yala,Maize,Initial,20,Clay,6.25,32.5,1.03,0.39,30.9,21.6,26.2,68.8,53.0,7.7,8.3,Furrow/Surface,Major Tank,1.2,Yes,4.7,0.3
Intermediate,Yala,Maize,Development,30,Clay,7.16,32.2,1.46,1.38,30.1,21.7,25.9,63.9,87.2,8.1,7.3,Furrow/Surface,Major Tank,1.2,Yes,4.34,0.75
Intermediate,Yala,Maize,Mid-season,35,Clay,6.22,31.0,1.8,1.2,32.7,21.3,27.0,73.7,130.1,8.5,12.3,Furrow/Surface,Major Tank,1.2,Yes,5.1,1.2
Intermediate,Yala,Maize,Late-season,15,Clay,7.08,32.0,0.89,1.3,30.1,20.6,25.4,76.1,63.4,6.9,12.0,Furrow/Surface,Major Tank,1.2,Yes,4.52,0.6
Dry,Maha,Paddy (Rice),Initial,20,Loamy,5.82,14.39,1.18,0.41,31.8,20.9,26.3,74.1,70.2,7.6,10.2,Furrow/Surface,Major Tank,0.35,No,5.04,1.05
Dry,Maha,Paddy (Rice),Development,30,Loamy,6.86,18.56,0.89,0.56,30.8,21.8,26.3,84.2,43.1,7.4,6.7,Furrow/Surface,Major Tank,0.35,No,4.36,1.1
Dry,Maha,Paddy (Rice),Mid-season,40,Loamy,6.63,19.09,1.6,1.18,31.4,22.0,26.7,84.8,253.6,7.2,11.1,Furrow/Surface,Major Tank,0.35,No,4.15,1.2
Dry,Maha,Paddy (Rice),Late-season,25,Loamy,6.21,19.38,1.14,0.72,30.7,23.3,27.0,82.6,165.7,8.3,6.6,Furrow/Surface,Major Tank,0.35,No,3.63,0.95
Dry,Yala,Tomato,Initial,20,Loamy,5.28,25.72,1.09,0.58,34.1,23.4,28.8,79.2,13.2,8.0,8.2,Furrow/Surface,Major Tank,0.61,Yes,5.36,0.6
Dry,Yala,Tomato,Development,25,Loamy,5.49,23.7,1.52,1.05,34.8,24.6,29.7,62.6,68.1,8.8,17.2,Furrow/Surface,Major Tank,0.61,Yes,5.27,0.9
Dry,Yala,Tomato,Mid-season,35,Loamy,6.15,23.07,0.94,0.47,33.2,23.8,28.5,65.5,86.0,7.9,14.9,Furrow/Surface,Major Tank,0.61,Yes,4.83,1.15
Dry,Yala,Tomato,Late-season,20,Loamy,5.68,23.59,1.69,0.2,33.8,25.8,29.8,79.7,0.0,8.8,13.4,Furrow/Surface,Major Tank,0.61,Yes,4.59,0.8
Dry,Yala,Chili,Initial,25,Clay,6.08,30.76,0.89,1.21,34.4,23.5,29.0,66.3,11.6,8.9,9.7,Sprinkler,Major Tank,0.79,No,5.47,0.6
Dry,Yala,Chili,Development,35,Clay,6.0,32.57,2.15,0.23,33.7,23.4,28.6,66.2,77.6,7.6,15.1,Sprinkler,Major Tank,0.79,No,5.16,0.85
Dry,Yala,Chili,Mid-season,60,Clay,6.71,34.94,1.63,1.23,36.3,24.5,30.4,70.0,143.1,8.5,14.7,Sprinkler,Major Tank,0.79,No,5.69,1.05
Dry,Yala,Chili,Late-season,30,Clay,6.68,35.82,1.49,0.95,34.4,22.8,28.6,78.6,49.9,7.5,14.0,Sprinkler,Major Tank,0.79,No,5.56,0.9
Wet,Maha,Green Gram,Initial,12,Sandy Loam,6.08,14.12,0.94,0.32,27.9,22.1,25.0,77.2,0.0,7.6,7.1,Rainfed,Minor Tank,2.68,No,3.57,0.4
Wet,Maha,Green Gram,Development,18,Sandy Loam,5.19,12.68,0.63,0.72,27.1,23.9,25.5,80.7,107.2,4.7,7.8,Rainfed,Minor Tank,2.68,No,2.65,0.75
Wet,Maha,Green Gram,Mid-season,22,Sandy Loam,5.11,12.29,0.85,0.67,28.5,22.7,25.6,82.3,212.4,5.6,6.6,Rainfed,Minor Tank,2.68,No,3.42,1.05
Wet,Maha,Green Gram,Late-season,13,Sandy Loam,5.82,11.18,1.15,0.5,29.8,21.8,25.8,86.1,118.8,6.0,9.1,Rainfed,Minor Tank,2.68,No,3.9,0.4
Dry,Maha,Green Gram,Initial,12,Clay,6.73,19.06,1.7,0.86,33.1,22.5,27.8,73.5,88.9,4.8,11.6,Drip,Minor Tank,0.64,Yes,5.15,0.4
Dry,Maha,Green Gram,Development,18,Clay,7.5,21.06,1.98,1.3,31.0,22.9,27.0,86.0,112.6,6.7,12.7,Drip,Minor Tank,0.64,Yes,4.32,0.75
Dry,Maha,Green Gram,Mid-season,22,Clay,5.72,21.86,2.03,0.97,34.1,22.4,28.3,77.9,27.1,5.1,9.8,Drip,Minor Tank,0.64,Yes,5.13,1.05
Dry,Maha,Green Gram,Late-season,13,Clay,5.84,18.41,0.96,0.67,30.3,24.0,27.2,70.0,37.9,7.0,7.4,Drip,Minor Tank,0.64,Yes,3.5,0.4
Wet,Maha,Maize,Initial,20,Sandy,4.99,6.87,0.6,0.14,26.5,21.3,23.9,79.8,61.9,7.2,5.5,Furrow/Surface,River/Canal Diversion,0.53,No,3.3,0.3
Wet,Maha,Maize,Development,30,Sandy,4.83,6.09,0.42,0.4,27.9,24.7,26.3,76.3,122.8,7.3,9.8,Furrow/Surface,River/Canal Diversion,0.53,No,2.61,0.75
Wet,Maha,Maize,Mid-season,35,Sandy,5.2,6.34,0.6,0.56,26.4,24.4,25.4,80.0,161.3,6.1,5.7,Furrow/Surface,River/Canal Diversion,0.53,No,1.92,1.2
Wet,Maha,Maize,Late-season,15,Sandy,5.12,5.98,0.58,0.41,28.7,22.5,25.6,81.9,102.2,5.8,9.0,Furrow/Surface,River/Canal Diversion,0.53,No,3.31,0.6
Dry,Yala,Maize,Initial,20,Clay,6.27,20.31,1.27,1.05,32.7,24.3,28.5,64.3,68.7,7.7,11.5,Furrow/Surface,Agro-well,0.5,No,4.74,0.3
Dry,Yala,Maize,Development,30,Clay,6.36,20.13,1.24,0.73,31.6,25.0,28.3,64.3,78.9,8.4,10.2,Furrow/Surface,Agro-well,0.5,No,4.09,0.75
Dry,Yala,Maize,Mid-season,35,Clay,6.86,21.8,1.37,0.52,35.9,24.3,30.1,61.7,118.6,7.5,13.0,Furrow/Surface,Agro-well,0.5,No,5.54,1.2
Dry,Yala,Maize,Late-season,15,Clay,6.81,23.62,1.52,0.62,36.3,22.6,29.4,63.6,5.0,8.9,13.6,Furrow/Surface,Agro-well,0.5,No,5.98,0.6
Dry,Maha,Big Onion,Initial,15,Clay,6.99,27.95,2.04,0.59,29.7,23.4,26.5,80.8,53.0,6.8,11.8,Furrow/Surface,Minor Tank,0.23,Yes,3.85,0.7
Dry,Maha,Big Onion,Development,25,Clay,5.69,27.89,1.05,0.6,32.8,22.4,27.6,82.0,154.8,7.4,7.6,Furrow/Surface,Minor Tank,0.23,Yes,4.9,0.9
Dry,Maha,Big Onion,Mid-season,35,Clay,5.6,28.09,1.12,0.49,32.7,23.2,28.0,81.2,208.5,7.1,9.7,Furrow/Surface,Minor Tank,0.23,Yes,4.41,1.05
Dry,Maha,Big Onion,Late-season,20,Clay,6.4,27.69,0.92,0.77,33.5,20.3,26.9,86.8,133.1,6.9,11.5,Furrow/Surface,Minor Tank,0.23,Yes,4.88,0.75
Dry,Yala,Big Onion,Initial,15,Sandy Loam,5.65,11.05,1.11,0.23,31.4,23.4,27.4,75.2,124.0,7.4,15.1,Furrow/Surface,Major Tank,0.31,No,4.53,0.7
Dry,Yala,Big Onion,Development,25,Sandy Loam,5.57,16.23,0.69,0.56,34.0,24.4,29.2,74.6,58.2,7.8,13.6,Furrow/Surface,Major Tank,0.31,No,5.09,0.9
Dry,Yala,Big Onion,Mid-season,35,Sandy Loam,5.64,15.81,0.67,0.76,33.4,24.7,29.0,74.2,77.0,8.7,9.9,Furrow/Surface,Major Tank,0.31,No,4.73,1.05
Dry,Yala,Big Onion,Late-season,20,Sandy Loam,6.0,14.73,0.94,0.8,35.5,25.1,30.3,66.4,34.9,7.9,18.2,Furrow/Surface,Major Tank,0.31,No,5.31,0.75
Wet,Maha,Maize,Initial,20,Sandy,5.18,6.89,0.46,0.16,28.9,22.9,25.9,83.4,114.6,5.6,5.5,Sprinkler,Rainfed,0.51,No,3.73,0.3
