Field_Cycle_ID,District,Climate_Zone,Season,Crop_Type,Crop_Growth_Stage,Stage_Duration_days,Soil_Type,Soil_pH,Soil_Moisture_pct,Organic_Carbon_pct,Electrical_Conductivity_dSm,Tmax_C,Tmin_C,Temperature_C,Humidity_pct,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Reference_ET0_mm_day,Crop_Coefficient_Kc,Net_Irrigation_Requirement_mm,Gross_Irrigation_Requirement_mm
430,Matale,Intermediate,Yala,Chili,Mid-season,60,Sandy,4.98,12.6,0.48,0.32,30.9,21.6,26.3,65.2,170.1,6.6,9.1,Rainfed,Minor Tank,0.84,No,45.1,4.57,1.05,113.0,
430,Matale,Intermediate,Yala,Chili,Late-season,30,Sandy,5.58,12.6,0.35,0.43,32.5,19.3,25.9,75.1,149.4,7.5,11.3,Rainfed,Minor Tank,0.84,No,113.0,5.56,0.9,0.0,
431,Badulla,Intermediate,Yala,Chili,Initial,25,Clay,5.96,32.28,1.56,1.22,30.5,21.4,25.9,67.0,102.3,7.7,10.0,Drip,Major Tank,0.35,Yes,17.6,4.63,0.6,0.0,0.0
431,Badulla,Intermediate,Yala,Chili,Development,35,Clay,6.7,34.11,1.49,0.74,33.2,22.1,27.6,74.6,171.8,8.1,13.7,Drip,Major Tank,0.35,Yes,0.0,5.18,0.85,0.0,0.0
431,Badulla,Intermediate,Yala,Chili,Mid-season,60,Clay,5.77,36.75,1.5,0.95,29.2,21.1,25.1,64.7,124.5,7.4,11.8,Drip,Major Tank,0.35,Yes,0.0,4.13,1.05,83.8,93.1
431,Badulla,Intermediate,Yala,Chili,Late-season,30,Clay,6.47,36.75,1.23,0.61,30.1,20.2,25.2,74.5,77.7,7.7,9.9,Drip,Major Tank,0.35,Yes,83.8,4.72,0.9,23.5,26.1
432,Mannar,Dry,Yala,Big Onion,Initial,15,Sandy Loam,5.89,12.63,0.81,0.46,37.3,24.4,30.8,60.6,33.5,8.1,17.0,Rainfed,Major Tank,1.17,No,30.7,6.19,0.7,32.7,
432,Mannar,Dry,Yala,Big Onion,Development,25,Sandy Loam,5.81,14.11,0.71,0.09,36.2,22.8,29.5,69.0,0.0,8.5,13.0,Rainfed,Major Tank,1.17,No,32.7,6.09,0.9,109.2,
432,Mannar,Dry,Yala,Big Onion,Mid-season,35,Sandy Loam,5.5,13.64,0.61,0.64,32.9,24.6,28.7,66.8,15.2,8.0,13.2,Rainfed,Major Tank,1.17,No,109.2,4.6,1.05,123.4,
432,Mannar,Dry,Yala,Big Onion,Late-season,20,Sandy Loam,6.06,13.41,0.49,0.43,32.1,23.4,27.8,68.6,62.8,7.9,14.2,Rainfed,Major Tank,1.17,No,123.4,4.62,0.75,0.0,
433,Matara,Wet,Maha,Chili,Initial,25,Sandy,4.86,9.96,0.47,0.31,28.5,21.2,24.8,81.1,273.3,4.7,9.7,Furrow/Surface,Minor Tank,0.5,No,10.5,3.99,0.6,0.0,0.0
433,Matara,Wet,Maha,Chili,Development,35,Sandy,4.72,12.6,0.66,0.56,29.4,23.4,26.4,84.9,110.2,6.1,4.7,Furrow/Surface,Minor Tank,0.5,No,0.0,3.59,0.85,0.0,0.0
433,Matara,Wet,Maha,Chili,Mid-season,60,Sandy,4.69,11.99,0.38,0.46,28.5,20.8,24.7,86.3,405.4,4.7,6.7,Furrow/Surface,Minor Tank,0.5,No,0.0,3.64,1.05,0.0,0.0
433,Matara,Wet,Maha,Chili,Late-season,30,Sandy,5.66,12.6,0.65,0.28,26.9,22.9,24.9,74.9,169.1,6.5,5.2,Furrow/Surface,Minor Tank,0.5,No,0.0,2.78,0.9,0.0,0.0
434,Badulla,Intermediate,Yala,Paddy (Rice),Initial,20,Clay,6.66,32.61,1.25,0.39,31.2,20.4,25.8,82.9,113.4,8.8,11.3,Rainfed,River/Canal Diversion,0.5,Yes,60.0,5.03,1.05,8.6,
434,Badulla,Intermediate,Yala,Paddy (Rice),Development,30,Clay,6.54,33.52,1.4,0.78,29.3,21.8,25.6,73.4,80.4,8.0,9.8,Rainfed,River/Canal Diversion,0.5,Yes,8.6,4.09,1.1,32.0,
434,Badulla,Intermediate,Yala,Paddy (Rice),Mid-season,40,Clay,6.61,34.84,0.93,1.26,33.4,22.0,27.7,73.0,167.2,7.2,7.5,Rainfed,River/Canal Diversion,0.5,Yes,32.0,5.18,1.2,55.7,
434,Badulla,Intermediate,Yala,Paddy (Rice),Late-season,25,Clay,5.75,34.9,1.75,0.86,30.9,22.0,26.4,75.7,94.7,6.7,14.2,Rainfed,River/Canal Diversion,0.5,Yes,55.7,4.53,0.95,2.5,
435,Ampara,Dry,Yala,Paddy (Rice),Initial,20,Sandy,5.56,12.6,0.59,0.43,34.5,24.1,29.3,63.9,71.0,7.9,6.9,Rainfed,Major Tank,0.82,Yes,73.9,5.35,1.05,33.7,
435,Ampara,Dry,Yala,Paddy (Rice),Development,30,Sandy,5.4,12.6,0.84,0.32,35.8,25.2,30.5,67.8,16.7,7.6,15.8,Rainfed,Major Tank,0.82,Yes,33.7,5.42,1.1,107.5,
435,Ampara,Dry,Yala,Paddy (Rice),Mid-season,40,Sandy,4.75,12.51,0.67,0.56,33.5,24.7,29.1,74.6,4.6,8.0,9.9,Rainfed,Major Tank,0.82,Yes,107.5,4.69,1.2,172.9,
435,Ampara,Dry,Yala,Paddy (Rice),Late-season,25,Sandy,5.16,12.6,0.46,0.61,33.8,25.0,29.4,63.2,105.4,7.6,12.3,Rainfed,Major Tank,0.82,Yes,172.9,4.8,0.95,0.0,
436,Mannar,Dry,Yala,Tomato,Initial,20,Clay,7.09,29.12,1.57,0.84,33.6,24.2,28.9,73.7,45.6,9.3,13.9,Furrow/Surface,River/Canal Diversion,0.36,Yes,17.7,5.06,0.6,11.6,21.1
436,Mannar,Dry,Yala,Tomato,Development,25,Clay,6.27,29.09,0.82,0.83,34.5,24.8,29.6,73.4,125.5,9.3,13.7,Furrow/Surface,River/Canal Diversion,0.36,Yes,11.6,5.16,0.9,1.2,2.2
436,Mannar,Dry,Yala,Tomato,Mid-season,35,Clay,5.93,27.91,0.76,1.35,33.0,24.1,28.5,69.0,28.7,8.9,11.8,Furrow/Surface,River/Canal Diversion,0.36,Yes,1.2,4.75,1.15,117.8,214.2
436,Mannar,Dry,Yala,Tomato,Late-season,20,Clay,5.77,26.59,1.28,1.19,36.4,24.9,30.7,72.1,60.5,8.5,12.4,Furrow/Surface,River/Canal Diversion,0.36,Yes,117.8,5.69,0.8,12.8,23.3
437,Galle,Wet,Maha,Paddy (Rice),Initial,20,Clay,5.15,29.65,1.58,1.33,28.0,22.5,25.3,82.5,165.4,5.8,3.7,Furrow/Surface,Agro-well,1.65,Yes,79.2,3.52,1.05,0.0,0.0
437,Galle,Wet,Maha,Paddy (Rice),Development,30,Clay,5.99,36.6,1.4,0.95,27.9,22.3,25.1,87.6,193.7,6.9,5.2,Furrow/Surface,Agro-well,1.65,Yes,0.0,3.41,1.1,0.0,0.0
437,Galle,Wet,Maha,Paddy (Rice),Mid-season,40,Clay,6.58,36.75,0.98,0.63,29.8,22.1,25.9,75.4,128.6,5.6,8.3,Furrow/Surface,Agro-well,1.65,Yes,0.0,3.82,1.2,23.7,43.1
437,Galle,Wet,Maha,Paddy (Rice),Late-season,25,Clay,6.54,36.11,1.26,0.94,28.7,22.0,25.4,81.6,179.3,5.8,8.5,Furrow/Surface,Agro-well,1.65,Yes,23.7,3.45,0.95,0.0,0.0
438,Colombo,Wet,Maha,Green Gram,Initial,12,Sandy,4.43,8.59,0.66,0.45,27.7,22.1,24.9,77.3,145.5,5.6,4.4,Sprinkler,Major Tank,0.33,No,25.9,3.53,0.4,0.0,0.0
438,Colombo,Wet,Maha,Green Gram,Development,18,Sandy,4.81,12.6,0.81,0.05,27.4,23.4,25.4,82.6,0.0,6.8,5.5,Sprinkler,Major Tank,0.33,No,0.0,2.95,0.75,24.7,33.0
438,Colombo,Wet,Maha,Green Gram,Mid-season,22,Sandy,6.04,10.73,0.88,0.34,27.4,22.2,24.8,82.0,179.3,6.3,8.3,Sprinkler,Major Tank,0.33,No,24.7,3.19,1.05,0.0,0.0
438,Colombo,Wet,Maha,Green Gram,Late-season,13,Sandy,5.14,11.05,0.58,0.46,27.7,22.8,25.2,77.1,45.3,5.4,2.7,Sprinkler,Major Tank,0.33,No,0.0,3.01,0.4,0.0,0.0
439,Nuwara Eliya,Wet,Yala,Green Gram,Initial,12,Loamy,5.89,24.78,1.56,0.77,29.8,23.7,26.7,79.6,107.1,6.3,10.8,Drip,Major Tank,1.94,No,17.2,3.9,0.4,0.0,0.0
439,Nuwara Eliya,Wet,Yala,Green Gram,Development,18,Loamy,6.33,26.25,1.22,0.82,29.9,22.4,26.2,84.1,254.2,7.3,8.3,Drip,Major Tank,1.94,No,0.0,4.2,0.75,0.0,0.0
439,Nuwara Eliya,Wet,Yala,Green Gram,Mid-season,22,Loamy,5.89,26.25,1.36,0.79,29.5,24.1,26.8,84.2,135.0,7.3,8.6,Drip,Major Tank,1.94,No,0.0,3.54,1.05,0.0,0.0
439,Nuwara Eliya,Wet,Yala,Green Gram,Late-season,13,Loamy,6.74,26.25,1.32,0.46,30.7,22.6,26.6,82.5,122.5,5.9,10.0,Drip,Major Tank,1.94,No,0.0,4.26,0.4,0.0,0.0
440,Polonnaruwa,Dry,Yala,Chili,Initial,25,Sandy,5.42,8.22,0.6,0.05,33.2,24.2,28.7,67.0,67.3,8.7,13.7,Furrow/Surface,Minor Tank,1.11,No,19.8,4.92,0.6,14.6,26.6
440,Polonnaruwa,Dry,Yala,Chili,Development,35,Sandy,5.33,9.07,0.65,0.16,32.8,23.9,28.4,70.2,26.1,9.1,18.5,Furrow/Surface,Minor Tank,1.11,No,14.6,4.74,0.85,93.8,170.6
440,Polonnaruwa,Dry,Yala,Chili,Mid-season,60,Sandy,5.22,9.29,1.05,0.21,34.8,22.8,28.8,62.0,168.9,7.7,12.4,Furrow/Surface,Minor Tank,1.11,No,93.8,5.52,1.05,183.9,334.4
440,Polonnaruwa,Dry,Yala,Chili,Late-season,30,Sandy,4.97,12.6,0.88,0.59,34.9,25.0,29.9,70.5,0.0,9.5,14.0,Furrow/Surface,Minor Tank,1.11,No,183.9,5.26,0.9,104.3,189.6
441,Hambantota,Dry,Yala,Paddy (Rice),Initial,20,Loamy,6.05,18.21,1.05,0.3,34.8,24.1,29.5,63.3,17.2,7.6,15.1,Drip,Agro-well,2.09,No,76.4,5.43,1.05,81.4,90.4
441,Hambantota,Dry,Yala,Paddy (Rice),Development,30,Loamy,5.6,20.4,1.46,0.66,35.0,24.0,29.5,61.6,164.0,8.5,16.1,Drip,Agro-well,2.09,No,81.4,5.35,1.1,40.8,45.4
441,Hambantota,Dry,Yala,Paddy (Rice),Mid-season,40,Loamy,5.32,24.01,1.25,0.64,34.4,25.9,30.1,75.2,108.6,7.5,13.0,Drip,Agro-well,2.09,No,40.8,4.66,1.2,80.7,89.6
441,Hambantota,Dry,Yala,Paddy (Rice),Late-season,25,Loamy,5.64,26.21,1.08,0.38,34.5,25.1,29.8,66.7,70.0,8.2,14.7,Drip,Agro-well,2.09,No,80.7,4.97,0.95,18.9,21.0
442,Nuwara Eliya,Wet,Maha,Tomato,Initial,20,Clay,6.57,27.27,1.07,0.51,29.3,22.0,25.6,90.9,79.9,6.2,9.3,Drip,Major Tank,0.48,Yes,29.7,4.05,0.6,0.0,0.0
442,Nuwara Eliya,Wet,Maha,Tomato,Development,25,Clay,5.84,28.73,1.35,1.36,29.1,20.9,25.0,79.5,242.4,7.0,4.5,Drip,Major Tank,0.48,Yes,0.0,4.12,0.9,0.0,0.0
442,Nuwara Eliya,Wet,Maha,Tomato,Mid-season,35,Clay,6.45,32.83,1.12,0.84,26.3,21.2,23.8,84.7,195.6,4.9,9.4,Drip,Major Tank,0.48,Yes,0.0,2.94,1.15,0.0,0.0
442,Nuwara Eliya,Wet,Maha,Tomato,Late-season,20,Clay,6.29,34.5,1.11,0.67,29.3,21.6,25.5,82.8,79.0,5.2,5.9,Drip,Major Tank,0.48,Yes,0.0,3.68,0.8,0.0,0.0
443,Puttalam,Dry,Maha,Big Onion,Initial,15,Clay,6.13,27.37,1.9,0.47,30.6,22.9,26.8,82.1,139.6,7.2,8.6,Drip,Minor Tank,1.07,No,18.4,4.29,0.7,0.0,0.0
443,Puttalam,Dry,Maha,Big Onion,Development,25,Clay,5.88,33.52,2.08,0.75,30.5,22.9,26.7,85.4,123.9,6.3,13.5,Drip,Minor Tank,1.07,No,0.0,4.11,0.9,0.0,0.0
443,Puttalam,Dry,Maha,Big Onion,Mid-season,35,Clay,6.67,35.15,1.39,0.79,34.4,22.9,28.7,83.0,261.4,8.1,10.5,Drip,Minor Tank,1.07,No,0.0,4.96,1.05,0.0,0.0
443,Puttalam,Dry,Maha,Big Onion,Late-season,20,Clay,6.2,36.68,1.56,1.22,31.0,23.0,27.0,81.5,238.4,7.5,10.6,Drip,Minor Tank,1.07,No,0.0,3.82,0.75,0.0,0.0
444,Kilinochchi,Dry,Maha,Maize,Initial,20,Sandy,5.13,5.11,0.7,0.15,32.9,24.3,28.6,75.7,91.0,7.6,11.0,Furrow/Surface,Major Tank,0.8,No,9.7,4.68,0.3,0.0,0.0
444,Kilinochchi,Dry,Maha,Maize,Development,30,Sandy,5.16,8.18,0.43,0.42,32.9,23.1,28.0,78.3,184.1,8.3,13.7,Furrow/Surface,Major Tank,0.8,No,0.0,4.69,0.75,0.0,0.0
444,Kilinochchi,Dry,Maha,Maize,Mid-season,35,Sandy,4.77,11.02,0.59,0.23,30.1,20.2,25.2,79.8,235.2,5.0,8.2,Furrow/Surface,Major Tank,0.8,No,0.0,4.07,1.2,0.0,0.0
444,Kilinochchi,Dry,Maha,Maize,Late-season,15,Sandy,4.95,12.02,0.64,0.35,30.3,22.4,26.3,77.3,85.3,6.8,13.1,Furrow/Surface,Major Tank,0.8,No,0.0,3.63,0.6,0.0,0.0
445,Galle,Wet,Maha,Chili,Initial,25,Sandy Loam,5.73,18.9,1.26,0.65,27.4,22.8,25.1,85.2,284.0,5.8,5.0,Furrow/Surface,Agro-well,0.55,No,32.0,3.21,0.6,0.0,0.0
445,Galle,Wet,Maha,Chili,Development,35,Sandy Loam,6.0,18.9,0.96,0.89,27.0,22.1,24.5,85.8,368.1,6.5,6.6,Furrow/Surface,Agro-well,0.55,No,0.0,3.12,0.85,0.0,0.0
445,Galle,Wet,Maha,Chili,Mid-season,60,Sandy Loam,5.39,18.9,0.88,0.51,28.0,22.3,25.2,80.9,364.2,5.4,4.3,Furrow/Surface,Agro-well,0.55,No,0.0,3.17,1.05,0.0,0.0
445,Galle,Wet,Maha,Chili,Late-season,30,Sandy Loam,6.46,18.9,0.71,0.05,29.7,23.1,26.4,89.4,125.4,5.6,8.6,Furrow/Surface,Agro-well,0.55,No,0.0,3.69,0.9,0.0,0.0
446,Mullaitivu,Dry,Maha,Maize,Initial,20,Clay,6.71,25.12,1.51,0.87,32.5,22.9,27.7,84.9,126.5,6.5,7.8,Furrow/Surface,Major Tank,0.1,No,19.0,4.85,0.3,0.0,0.0
446,Mullaitivu,Dry,Maha,Maize,Development,30,Clay,6.23,28.91,1.71,0.64,32.0,24.5,28.3,77.8,179.8,6.5,7.9,Furrow/Surface,Major Tank,0.1,No,0.0,4.11,0.75,0.0,0.0
446,Mullaitivu,Dry,Maha,Maize,Mid-season,35,Clay,6.15,30.51,1.81,0.47,34.0,22.8,28.4,67.8,95.6,5.7,8.4,Furrow/Surface,Major Tank,0.1,No,0.0,4.68,1.2,78.9,143.5
446,Mullaitivu,Dry,Maha,Maize,Late-season,15,Clay,6.66,30.82,1.48,0.89,31.8,22.8,27.3,79.7,63.9,4.9,9.2,Furrow/Surface,Major Tank,0.1,No,78.9,3.96,0.6,0.0,0.0
447,Jaffna,Dry,Yala,Paddy (Rice),Initial,20,Clay,6.74,23.73,1.02,0.65,34.4,23.9,29.2,63.3,68.2,8.2,13.4,Sprinkler,Major Tank,0.28,Yes,23.0,5.41,1.05,50.7,67.6
447,Jaffna,Dry,Yala,Paddy (Rice),Development,30,Clay,6.14,25.37,0.97,0.58,32.7,23.3,28.0,60.5,94.4,7.6,13.4,Sprinkler,Major Tank,0.28,Yes,50.7,4.9,1.1,68.8,91.7
447,Jaffna,Dry,Yala,Paddy (Rice),Mid-season,40,Clay,5.79,28.27,1.28,0.66,35.0,24.8,29.9,67.8,87.8,8.5,15.6,Sprinkler,Major Tank,0.28,Yes,68.8,5.24,1.2,145.3,193.7
447,Jaffna,Dry,Yala,Paddy (Rice),Late-season,25,Clay,6.82,28.76,1.15,0.2,32.1,25.4,28.8,71.4,28.3,9.4,12.9,Sprinkler,Major Tank,0.28,Yes,145.3,4.2,0.95,38.4,51.3
448,Puttalam,Dry,Yala,Chili,Initial,25,Loamy,6.44,21.42,1.59,0.16,35.1,22.7,28.9,72.2,99.5,7.5,12.5,Rainfed,Agro-well,0.63,No,23.4,5.81,0.6,3.3,
448,Puttalam,Dry,Yala,Chili,Development,35,Loamy,6.38,26.08,1.1,0.66,35.5,25.2,30.4,69.5,115.7,8.5,15.7,Rainfed,Agro-well,0.63,No,3.3,5.32,0.85,34.3,
448,Puttalam,Dry,Yala,Chili,Mid-season,60,Loamy,6.27,26.25,1.3,0.38,32.9,23.3,28.1,81.4,161.4,7.6,14.1,Rainfed,Agro-well,0.63,No,34.3,4.87,1.05,129.2,
448,Puttalam,Dry,Yala,Chili,Late-season,30,Loamy,5.91,26.25,0.95,0.39,33.3,25.7,29.5,70.6,19.0,7.7,14.0,Rainfed,Agro-well,0.63,No,129.2,4.56,0.9,61.8,
449,Jaffna,Dry,Maha,Green Gram,Initial,12,Loamy,6.78,17.14,1.03,1.02,30.4,22.1,26.3,76.7,180.0,6.3,9.7,Rainfed,River/Canal Diversion,0.49,Yes,19.7,4.39,0.4,0.0,
449,Jaffna,Dry,Maha,Green Gram,Development,18,Loamy,6.35,23.52,1.28,0.72,32.7,23.0,27.8,77.3,0.0,7.4,10.2,Rainfed,River/Canal Diversion,0.49,Yes,0.0,4.79,0.75,33.8,
449,Jaffna,Dry,Maha,Green Gram,Mid-season,22,Loamy,6.82,22.17,1.34,0.9,31.8,22.4,27.1,78.0,132.7,6.3,11.3,Rainfed,River/Canal Diversion,0.49,Yes,33.8,4.42,1.05,0.0,
449,Jaffna,Dry,Maha,Green Gram,Late-season,13,Loamy,5.96,21.25,0.82,0.95,31.1,21.4,26.3,80.2,81.2,4.7,9.7,Rainfed,River/Canal Diversion,0.49,Yes,0.0,4.2,0.4,0.0,
450,Hambantota,Dry,Maha,Chili,Initial,25,Clay,6.75,26.35,1.93,0.47,32.5,22.5,27.5,81.0,86.8,6.9,10.5,Furrow/Surface,Major Tank,0.57,No,23.8,4.97,0.6,5.0,9.2
450,Hambantota,Dry,Maha,Chili,Development,35,Clay,6.57,28.07,1.41,0.83,31.0,23.4,27.2,80.2,313.8,9.5,8.2,Furrow/Surface,Major Tank,0.57,No,5.0,4.1,0.85,0.0,0.0
450,Hambantota,Dry,Maha,Chili,Mid-season,60,Clay,5.98,33.43,1.76,0.32,32.9,21.6,27.2,78.2,397.1,6.6,4.7,Furrow/Surface,Major Tank,0.57,No,0.0,4.66,1.05,0.0,0.0
450,Hambantota,Dry,Maha,Chili,Late-season,30,Clay,6.01,36.75,2.19,0.61,31.3,22.6,27.0,79.4,136.8,6.7,8.0,Furrow/Surface,Major Tank,0.57,No,0.0,4.28,0.9,0.0,0.0
451,Mannar,Dry,Maha,Paddy (Rice),Initial,20,Sandy Loam,5.23,14.41,1.28,0.36,32.5,22.8,27.6,78.4,114.4,6.6,11.8,Furrow/Surface,Major Tank,0.71,No,51.5,4.86,1.05,6.1,11.1
451,Mannar,Dry,Maha,Paddy (Rice),Development,30,Sandy Loam,5.75,17.56,0.85,0.61,33.1,23.0,28.1,75.2,56.3,6.0,13.7,Furrow/Surface,Major Tank,0.71,No,6.1,4.78,1.1,82.8,150.6
451,Mannar,Dry,Maha,Paddy (Rice),Mid-season,40,Sandy Loam,6.11,18.9,0.94,0.36,31.2,23.2,27.2,82.4,216.2,6.3,6.4,Furrow/Surface,Major Tank,0.71,No,82.8,3.87,1.2,0.0,0.0
451,Mannar,Dry,Maha,Paddy (Rice),Late-season,25,Sandy Loam,5.7,18.9,1.18,0.78,30.7,20.9,25.8,81.5,164.1,6.2,10.0,Furrow/Surface,Major Tank,0.71,No,0.0,4.04,0.95,0.0,0.0
452,Monaragala,Intermediate,Maha,Maize,Initial,20,Loamy,5.71,17.76,0.88,0.18,27.6,18.9,23.3,89.9,350.0,5.3,6.5,Furrow/Surface,River/Canal Diversion,1.29,No,33.0,4.2,0.3,0.0,0.0
452,Monaragala,Intermediate,Maha,Maize,Development,30,Loamy,6.15,26.25,0.83,0.07,29.3,21.0,25.2,72.5,450.3,5.1,7.8,Furrow/Surface,River/Canal Diversion,1.29,No,0.0,4.12,0.75,0.0,0.0
452,Monaragala,Intermediate,Maha,Maize,Mid-season,35,Loamy,5.89,26.25,1.19,0.78,28.4,19.2,23.8,80.1,353.6,5.6,6.0,Furrow/Surface,River/Canal Diversion,1.29,No,0.0,3.94,1.2,0.0,0.0
452,Monaragala,Intermediate,Maha,Maize,Late-season,15,Loamy,6.12,26.25,1.16,1.13,29.6,18.9,24.2,81.2,138.4,7.5,6.1,Furrow/Surface,River/Canal Diversion,1.29,No,0.0,4.19,0.6,0.0,0.0
453,Trincomalee,Dry,Maha,Paddy (Rice),Initial,20,Sandy Loam,4.95,14.85,1.17,0.58,31.5,23.4,27.5,74.3,0.0,6.4,8.1,Rainfed,Agro-well,0.67,No,43.8,4.43,1.05,90.1,
453,Trincomalee,Dry,Maha,Paddy (Rice),Development,30,Sandy Loam,4.55,16.86,0.42,0.61,31.9,22.8,27.4,77.0,64.6,7.0,10.8,Rainfed,Agro-well,0.67,No,90.1,4.48,1.1,74.9,
453,Trincomalee,Dry,Maha,Paddy (Rice),Mid-season,40,Sandy Loam,5.43,18.0,1.14,0.41,30.5,22.4,26.5,77.0,0.0,6.0,4.9,Rainfed,Agro-well,0.67,No,74.9,3.82,1.2,146.4,
453,Trincomalee,Dry,Maha,Paddy (Rice),Late-season,25,Sandy Loam,6.26,17.24,0.76,0.35,31.3,22.5,26.9,79.5,182.1,6.4,5.9,Rainfed,Agro-well,0.67,No,146.4,3.95,0.95,0.0,
454,Vavuniya,Dry,Maha,Big Onion,Initial,15,Sandy,4.54,6.11,0.88,0.33,32.4,23.5,28.0,84.4,23.4,6.5,6.2,Furrow/Surface,River/Canal Diversion,0.87,Yes,19.2,4.72,0.7,24.9,45.3
454,Vavuniya,Dry,Maha,Big Onion,Development,25,Sandy,5.39,5.19,0.53,0.36,29.4,21.6,25.5,69.5,166.8,7.6,8.6,Furrow/Surface,River/Canal Diversion,0.87,Yes,24.9,4.03,0.9,0.0,0.0
454,Vavuniya,Dry,Maha,Big Onion,Mid-season,35,Sandy,5.71,6.73,0.54,0.49,32.0,22.9,27.5,93.1,157.2,8.1,4.6,Furrow/Surface,River/Canal Diversion,0.87,Yes,0.0,4.24,1.05,15.2,27.6
454,Vavuniya,Dry,Maha,Big Onion,Late-season,20,Sandy,4.62,9.13,0.44,0.32,29.7,24.6,27.1,79.3,23.2,6.0,9.6,Furrow/Surface,River/Canal Diversion,0.87,Yes,15.2,3.02,0.75,7.4,13.4
455,Polonnaruwa,Dry,Yala,Chili,Initial,25,Sandy,5.53,7.97,0.78,0.19,33.8,25.3,29.5,75.8,21.5,7.8,7.7,Furrow/Surface,Minor Tank,0.39,No,17.8,4.87,0.6,46.4,84.3
455,Polonnaruwa,Dry,Yala,Chili,Development,35,Sandy,4.95,9.34,0.79,0.29,32.1,24.1,28.1,67.7,102.5,8.8,14.5,Furrow/Surface,Minor Tank,0.39,No,46.4,4.45,0.85,30.1,54.8
455,Polonnaruwa,Dry,Yala,Chili,Mid-season,60,Sandy,5.77,11.51,0.47,0.43,35.1,23.4,29.2,74.4,212.6,8.2,12.2,Furrow/Surface,Minor Tank,0.39,No,30.1,5.49,1.05,126.9,230.8
455,Polonnaruwa,Dry,Yala,Chili,Late-season,30,Sandy,5.61,12.6,0.67,0.37,33.4,23.2,28.3,65.8,39.5,7.5,18.9,Furrow/Surface,Minor Tank,0.39,No,126.9,5.17,0.9,75.7,137.6
456,Monaragala,Intermediate,Yala,Tomato,Initial,20,Clay,6.81,27.18,1.48,0.88,29.6,21.9,25.7,73.0,116.6,9.5,10.3,Furrow/Surface,River/Canal Diversion,2.24,Yes,18.1,4.27,0.6,0.0,0.0
456,Monaragala,Intermediate,Yala,Tomato,Development,25,Clay,6.56,30.12,1.02,0.93,33.0,21.8,27.4,68.1,92.9,7.2,12.0,Furrow/Surface,River/Canal Diversion,2.24,Yes,0.0,5.23,0.9,16.2,29.4
456,Monaragala,Intermediate,Yala,Tomato,Mid-season,35,Clay,7.05,30.83,1.16,1.18,30.7,21.0,25.8,79.6,269.6,7.9,13.2,Furrow/Surface,River/Canal Diversion,2.24,Yes,16.2,4.58,1.15,0.0,0.0
456,Monaragala,Intermediate,Yala,Tomato,Late-season,20,Clay,5.6,33.43,1.38,0.76,31.0,22.0,26.5,75.5,83.7,6.7,7.8,Furrow/Surface,River/Canal Diversion,2.24,Yes,0.0,4.49,0.8,0.0,0.0
457,Polonnaruwa,Dry,Maha,Big Onion,Initial,15,Sandy,5.49,7.94,0.64,0.31,31.9,20.5,26.2,73.6,0.0,5.7,11.0,Rainfed,Agro-well,1.59,Yes,8.0,5.15,0.7,42.1,
457,Polonnaruwa,Dry,Maha,Big Onion,Development,25,Sandy,5.08,6.84,0.42,0.16,32.7,22.4,27.6,67.8,119.2,7.7,10.0,Rainfed,Agro-well,1.59,Yes,42.1,4.9,0.9,4.8,
457,Polonnaruwa,Dry,Maha,Big Onion,Mid-season,35,Sandy,5.1,7.28,0.72,0.19,30.9,22.0,26.4,82.7,112.5,7.0,7.8,Rainfed,Agro-well,1.59,Yes,4.8,4.13,1.05,40.0,
457,Polonnaruwa,Dry,Maha,Big Onion,Late-season,20,Sandy,5.27,5.54,0.75,0.12,32.2,19.8,26.0,79.4,68.4,7.6,10.0,Rainfed,Agro-well,1.59,Yes,40.0,4.65,0.75,7.2,
458,Matara,Wet,Maha,Maize,Initial,20,Loamy,6.26,22.53,0.64,0.42,30.3,22.5,26.4,83.0,104.6,5.4,2.0,Sprinkler,Agro-well,0.55,No,28.8,4.29,0.3,0.0,0.0
458,Matara,Wet,Maha,Maize,Development,30,Loamy,5.95,24.84,1.21,0.59,28.4,22.5,25.4,88.5,313.0,7.3,5.6,Sprinkler,Agro-well,0.55,No,0.0,3.53,0.75,0.0,0.0
458,Matara,Wet,Maha,Maize,Mid-season,35,Loamy,6.37,26.25,0.94,0.83,27.5,23.7,25.6,82.7,111.4,5.6,5.1,Sprinkler,Agro-well,0.55,No,0.0,2.66,1.2,0.0,0.0
458,Matara,Wet,Maha,Maize,Late-season,15,Loamy,6.55,25.03,1.22,1.03,28.1,23.4,25.8,84.4,65.5,4.9,4.8,Sprinkler,Agro-well,0.55,No,0.0,2.93,0.6,0.0,0.0
459,Galle,Wet,Yala,Big Onion,Initial,15,Clay,6.89,31.06,1.39,0.65,31.7,23.6,27.6,87.7,128.1,8.3,10.0,Sprinkler,River/Canal Diversion,0.1,No,17.5,4.55,0.7,0.0,0.0
459,Galle,Wet,Yala,Big Onion,Development,25,Clay,5.73,33.17,1.44,1.26,29.2,24.6,26.9,84.1,122.7,7.9,6.9,Sprinkler,River/Canal Diversion,0.1,No,0.0,3.32,0.9,0.0,0.0
